Gender,Own_Car,Own_Property,Children_Count,Annual_Income,Income_Type,Education_Type,Family_Status,Housing_Type,Employment_Days,Age_Days,Has_Work_Phone,Has_Phone,Has_Email,Occupation_Type,Family_Members,Status
M,Y,N,1,197597,Working,Higher education,Married,House / apartment,-332,-16917,0,0,0,High skill tech staff,3,1
F,Y,Y,2,179053,Pensioner,Higher education,Married,House / apartment,14,-11831,0,0,0,Accountants,3,1
M,Y,Y,3,161892,Working,Secondary / secondary special,Married,Municipal apartment,-1482,-17931,0,0,0,Drivers,2,1
F,N,Y,3,338711,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-7604,-19663,0,0,0,Medicine staff,3,0
F,Y,Y,0,166326,Working,Secondary / secondary special,Civil marriage,House / apartment,-12372,-21227,0,0,0,Secretaries,3,1
F,N,N,1,166152,Working,Incomplete higher,Married,House / apartment,-7691,-9574,0,0,0,IT staff,1,1
M,N,Y,2,132180,Working,Secondary / secondary special,Married,House / apartment,-3019,-22943,0,0,0,IT staff,2,0
M,N,Y,2,187434,Working,Secondary / secondary special,Single / not married,House / apartment,-14315,-7939,0,0,1,Cleaning staff,2,1
F,N,N,1,126575,State servant,Higher education,Single / not married,House / apartment,-12244,-11862,1,1,0,Medicine staff,3,0
M,Y,Y,0,252214,Working,Higher education,Married,Rented apartment,-9977,-22026,1,0,0,Sales staff,2,1
F,N,Y,2,133036,Pensioner,Secondary / secondary special,Married,With parents,29,-9097,0,1,0,Managers,3,0
F,N,Y,2,172726,State servant,Higher education,Single / not married,House / apartment,-5076,-18556,0,0,0,Sales staff,4,1
F,Y,N,0,206802,Working,Secondary / secondary special,Civil marriage,House / apartment,-10165,-23122,0,1,0,Cleaning staff,3,1
M,Y,Y,1,87103,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2442,-18711,0,1,0,Managers,4,0
M,N,Y,0,180392,Working,Higher education,Married,Office apartment,-13028,-15198,0,0,0,Security staff,5,1
F,N,Y,0,212545,Working,Secondary / secondary special,Married,Office apartment,-14290,-9005,0,0,0,Cooking staff,1,1
M,N,Y,0,131462,Working,Higher education,Civil marriage,House / apartment,-6484,-9237,1,0,0,Drivers,3,1
M,N,Y,0,114448,State servant,Secondary / secondary special,Civil marriage,House / apartment,-9915,-9963,0,1,0,Accountants,2,0
F,N,Y,1,239557,Working,Secondary / secondary special,Married,House / apartment,-9354,-13310,1,0,0,Core staff,4,1
F,N,N,1,310111,Commercial associate,Secondary / secondary special,Married,House / apartment,-10107,-14677,0,0,1,Laborers,2,1
F,N,Y,1,115493,Working,Secondary / secondary special,Separated,House / apartment,-843,-21686,0,0,0,Managers,5,0
F,Y,Y,2,101318,Pensioner,Secondary / secondary special,Separated,House / apartment,26,-11583,0,0,0,Core staff,3,0
M,N,Y,0,220678,Working,Higher education,Single / not married,House / apartment,-3009,-23622,0,1,0,High skill tech staff,3,1
F,N,Y,0,311262,Commercial associate,Lower secondary,Married,House / apartment,-12406,-10644,0,0,1,Accountants,1,1
F,N,N,2,243440,Commercial associate,Higher education,Single / not married,House / apartment,-13908,-13731,0,0,0,Laborers,2,1
M,N,Y,0,266841,Commercial associate,Higher education,Married,House / apartment,-12045,-13794,0,0,0,Secretaries,3,1
F,N,Y,4,127031,State servant,Secondary / secondary special,Separated,House / apartment,-6597,-19660,0,0,0,IT staff,1,0
F,N,Y,2,148396,Pensioner,Secondary / secondary special,Married,House / apartment,7,-12916,0,0,0,Sales staff,3,0
F,N,Y,1,116051,Working,Secondary / secondary special,Single / not married,House / apartment,-2977,-15093,0,1,1,Managers,1,0
F,N,Y,4,215691,Working,Secondary / secondary special,Married,House / apartment,-5365,-24548,1,1,0,Drivers,3,1
F,N,Y,0,143207,Working,Higher education,Single / not married,House / apartment,-68,-16467,0,1,0,Cooking staff,2,0
M,Y,N,0,160522,Working,Secondary / secondary special,Married,House / apartment,-10857,-24608,0,0,0,Security staff,3,1
M,N,N,1,194263,Working,Secondary / secondary special,Married,House / apartment,-2482,-19529,0,1,0,Managers,3,1
F,Y,Y,0,186184,Working,Secondary / secondary special,Single / not married,House / apartment,-6230,-7347,0,0,0,Sales staff,2,1
F,N,N,3,181438,Working,Secondary / secondary special,Married,With parents,-7356,-16863,0,0,0,Accountants,1,0
F,N,Y,0,166275,State servant,Secondary / secondary special,Married,House / apartment,-12003,-11003,0,0,0,Cooking staff,1,1
F,N,Y,1,162027,Working,Higher education,Widow,House / apartment,-9792,-15838,0,0,0,IT staff,3,1
F,N,Y,1,214838,State servant,Secondary / secondary special,Married,With parents,-5054,-14603,0,1,1,Accountants,2,1
F,N,Y,1,97494,Working,Higher education,Single / not married,House / apartment,-12021,-9404,0,0,0,Cleaning staff,3,0
F,N,Y,0,179987,Commercial associate,Secondary / secondary special,Married,House / apartment,-613,-20206,1,0,0,Cleaning staff,2,1
F,N,Y,0,131291,Pensioner,Higher education,Single / not married,House / apartment,9,-8451,0,1,0,Accountants,2,0
F,N,Y,2,103353,Working,Higher education,Single / not married,House / apartment,-14579,-16554,1,0,0,Accountants,2,1
F,Y,Y,0,249394,Working,Higher education,Single / not married,House / apartment,-14390,-16507,0,0,0,Medicine staff,1,1
F,Y,Y,2,256176,Working,Secondary / secondary special,Widow,Municipal apartment,-6363,-18637,0,1,0,Medicine staff,2,1
M,N,N,1,105290,Working,Secondary / secondary special,Married,House / apartment,-5848,-13705,0,0,0,High skill tech staff,5,0
M,N,Y,2,222925,State servant,Incomplete higher,Single / not married,House / apartment,-14870,-16921,1,0,0,Security staff,4,1
M,Y,Y,2,144670,Pensioner,Secondary / secondary special,Civil marriage,Office apartment,0,-12968,0,0,0,Secretaries,2,0
F,Y,Y,0,205110,Working,Secondary / secondary special,Married,House / apartment,-1041,-14252,0,0,0,Cooking staff,3,1
M,Y,Y,1,150200,Working,Secondary / secondary special,Married,House / apartment,-2729,-23495,0,1,0,Security staff,4,1
F,N,N,2,235382,Working,Higher education,Widow,With parents,-291,-15552,0,1,0,Accountants,2,0
F,Y,Y,1,204365,Working,Secondary / secondary special,Married,With parents,-114,-11760,0,0,0,Core staff,1,0
M,N,Y,4,218532,Commercial associate,Higher education,Married,House / apartment,-8327,-17591,0,0,0,Drivers,1,1
F,Y,N,1,110087,Working,Secondary / secondary special,Married,Municipal apartment,-4374,-24791,1,1,0,Security staff,2,0
M,N,Y,0,211310,Commercial associate,Secondary / secondary special,Married,House / apartment,-11271,-7636,1,1,0,Cleaning staff,5,1
M,Y,Y,0,191276,Working,Secondary / secondary special,Separated,Municipal apartment,-10569,-22881,1,1,0,Cooking staff,3,1
F,Y,Y,3,214348,Working,Secondary / secondary special,Married,Rented apartment,-1572,-24823,0,0,0,Laborers,1,1
M,N,N,0,268718,Commercial associate,Secondary / secondary special,Married,House / apartment,-13976,-23454,1,0,0,High skill tech staff,2,1
M,Y,Y,2,172921,Working,Secondary / secondary special,Civil marriage,House / apartment,-5156,-10814,0,0,0,Core staff,3,1
F,Y,Y,2,197519,State servant,Secondary / secondary special,Married,House / apartment,-7961,-14774,0,1,0,IT staff,4,1
F,Y,Y,0,186609,Pensioner,Higher education,Single / not married,With parents,12,-12769,0,1,0,Cleaning staff,3,1
M,Y,Y,0,249140,Working,Higher education,Civil marriage,With parents,-10409,-8342,0,0,0,Private service staff,3,1
F,Y,Y,2,150922,Working,Secondary / secondary special,Civil marriage,House / apartment,-11917,-10984,1,0,0,Accountants,1,1
M,Y,Y,0,118357,Pensioner,Higher education,Single / not married,With parents,13,-10866,0,0,0,Secretaries,3,0
M,N,Y,2,180462,State servant,Secondary / secondary special,Married,With parents,-11076,-10918,1,1,0,Cooking staff,3,1
F,N,N,1,122701,Pensioner,Secondary / secondary special,Married,House / apartment,23,-8564,0,1,0,Secretaries,2,0
F,N,N,1,152538,Working,Secondary / secondary special,Married,With parents,-12388,-17225,0,0,1,Medicine staff,3,1
F,Y,Y,2,45621,Student,Incomplete higher,Married,House / apartment,-10124,-8825,0,0,0,Accountants,2,0
F,N,N,0,226413,Working,Higher education,Married,House / apartment,-6049,-10867,0,1,0,Managers,1,1
F,N,Y,1,358266,Commercial associate,Higher education,Married,With parents,-10777,-15385,0,0,1,Core staff,2,1
F,Y,Y,0,141549,Pensioner,Secondary / secondary special,Married,Rented apartment,14,-8632,1,0,0,Private service staff,2,0
M,N,Y,0,146933,Working,Higher education,Married,House / apartment,-1420,-10163,0,0,0,Secretaries,2,1
F,Y,N,1,177024,Pensioner,Higher education,Married,House / apartment,18,-14454,0,0,0,Drivers,2,1
M,N,N,2,128553,Working,Secondary / secondary special,Married,With parents,-6918,-14252,0,0,0,Drivers,2,0
M,N,Y,0,215552,State servant,Incomplete higher,Married,With parents,-12454,-23447,1,0,0,Managers,2,1
M,N,N,1,199515,Working,Secondary / secondary special,Single / not married,House / apartment,-9939,-22531,0,0,0,IT staff,2,1
M,N,Y,1,220381,State servant,Secondary / secondary special,Single / not married,House / apartment,-10345,-8701,0,1,1,Drivers,1,1
F,N,N,0,161896,Working,Secondary / secondary special,Civil marriage,With parents,-13778,-23526,0,0,0,High skill tech staff,3,1
F,N,N,0,204983,Commercial associate,Higher education,Civil marriage,With parents,-7250,-9214,0,0,0,Secretaries,2,1
F,Y,Y,3,136901,Commercial associate,Higher education,Single / not married,With parents,-9981,-11241,0,0,0,Laborers,2,1
M,Y,N,2,222195,Working,Higher education,Single / not married,With parents,-11426,-24663,0,0,0,Medicine staff,4,1
M,N,Y,1,73573,Working,Incomplete higher,Married,House / apartment,-9277,-18009,1,0,0,Secretaries,3,0
M,N,Y,1,65979,Commercial associate,Secondary / secondary special,Married,Co-op apartment,-8454,-13649,0,0,1,Medicine staff,4,0
M,N,Y,0,197027,Working,Secondary / secondary special,Civil marriage,With parents,-11977,-23913,0,1,0,High skill tech staff,2,1
F,N,Y,1,266324,Commercial associate,Higher education,Married,House / apartment,-11720,-23707,0,0,0,Sales staff,1,1
F,N,N,1,167252,Working,Lower secondary,Married,Rented apartment,-323,-16152,0,0,0,Security staff,3,0
F,N,Y,1,212251,State servant,Secondary / secondary special,Married,Municipal apartment,-5737,-19036,0,0,0,Managers,2,1
M,Y,Y,0,275244,Working,Lower secondary,Married,With parents,-14460,-22172,0,0,0,High skill tech staff,2,0
F,N,N,0,203999,Working,Secondary / secondary special,Single / not married,House / apartment,-1513,-18528,0,0,1,Managers,1,1
F,N,N,0,189951,Working,Higher education,Married,House / apartment,-14490,-18436,0,0,1,High skill tech staff,3,1
F,N,Y,3,230219,Working,Higher education,Married,House / apartment,-8838,-23664,1,0,0,IT staff,1,1
F,Y,N,0,202109,Working,Higher education,Married,House / apartment,-170,-14452,0,0,0,Drivers,4,1
M,N,Y,1,152539,Working,Secondary / secondary special,Single / not married,House / apartment,-2358,-9851,0,1,0,Secretaries,4,1
M,Y,N,0,97689,Pensioner,Secondary / secondary special,Single / not married,House / apartment,14,-9819,0,0,0,Laborers,2,0
M,Y,Y,0,73119,Commercial associate,Secondary / secondary special,Married,House / apartment,-14656,-23333,0,1,0,Managers,3,0
F,Y,Y,2,184705,Commercial associate,Higher education,Single / not married,Rented apartment,-9821,-23788,1,1,0,Medicine staff,3,1
M,N,Y,1,87145,Working,Higher education,Married,House / apartment,-922,-22232,1,1,0,Accountants,3,1
M,N,Y,1,238531,Commercial associate,Incomplete higher,Single / not married,House / apartment,-6917,-12393,1,0,0,Drivers,2,1
M,Y,Y,0,191579,Working,Secondary / secondary special,Single / not married,House / apartment,-8628,-8172,0,0,0,Medicine staff,3,1
M,N,Y,2,104068,Pensioner,Secondary / secondary special,Widow,House / apartment,19,-15411,0,0,0,Drivers,2,0
F,N,Y,0,86101,Working,Secondary / secondary special,Married,Municipal apartment,-3439,-21324,0,0,0,Cooking staff,4,1
F,N,N,0,143946,Working,Secondary / secondary special,Married,House / apartment,-2986,-17915,0,1,0,Secretaries,2,0
F,Y,Y,1,229360,Working,Higher education,Married,House / apartment,-4429,-20312,1,0,0,Laborers,2,1
M,N,Y,0,133222,Pensioner,Higher education,Married,House / apartment,11,-20489,0,1,0,Accountants,3,1
F,N,Y,0,190818,Working,Academic degree,Married,House / apartment,-6410,-10360,0,0,0,Drivers,3,1
F,Y,Y,1,221503,Commercial associate,Secondary / secondary special,Married,House / apartment,-9181,-11534,1,1,0,Security staff,3,1
M,Y,N,1,144550,Working,Secondary / secondary special,Married,House / apartment,-3402,-24315,0,0,1,Accountants,2,0
M,N,N,2,175865,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3528,-24316,0,0,0,Sales staff,2,1
M,N,Y,0,107938,Pensioner,Higher education,Married,House / apartment,29,-9999,0,0,0,Medicine staff,5,0
F,N,Y,0,202521,Working,Lower secondary,Widow,With parents,-2126,-16468,1,1,1,IT staff,3,1
F,N,N,0,173088,Working,Secondary / secondary special,Civil marriage,House / apartment,-3042,-12109,0,0,0,Accountants,3,0
M,N,Y,4,219044,State servant,Secondary / secondary special,Civil marriage,House / apartment,-8258,-24267,1,0,0,Sales staff,1,0
M,N,N,1,219961,Commercial associate,Higher education,Separated,House / apartment,-5514,-23504,0,0,1,Cooking staff,2,1
F,Y,Y,2,210193,Working,Higher education,Single / not married,House / apartment,-3557,-9846,0,1,0,Managers,3,1
F,N,N,0,178962,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8100,-13854,0,0,0,Cooking staff,4,1
F,N,Y,1,184518,Commercial associate,Higher education,Married,House / apartment,-319,-19550,0,1,0,Cleaning staff,1,1
F,N,Y,0,229354,Working,Secondary / secondary special,Married,House / apartment,-9362,-20365,0,1,0,Security staff,4,1
M,N,N,1,118940,Pensioner,Incomplete higher,Separated,House / apartment,22,-13773,1,1,0,Security staff,2,0
M,N,Y,3,189440,Working,Secondary / secondary special,Married,House / apartment,-3299,-10977,0,1,1,IT staff,2,1
F,Y,Y,4,238590,Working,Secondary / secondary special,Married,House / apartment,-4773,-18697,1,0,0,Managers,2,1
M,N,Y,1,167570,Pensioner,Secondary / secondary special,Single / not married,Rented apartment,9,-14329,1,1,0,Accountants,2,0
F,Y,Y,1,167704,Working,Secondary / secondary special,Married,House / apartment,-1975,-7197,0,0,0,Drivers,2,1
F,N,Y,3,146207,Working,Secondary / secondary special,Civil marriage,House / apartment,-11151,-14819,1,1,0,Drivers,1,0
F,Y,Y,1,119901,Commercial associate,Higher education,Married,Rented apartment,-13223,-20290,0,0,0,Secretaries,2,1
M,Y,Y,0,128637,Pensioner,Secondary / secondary special,Married,House / apartment,27,-16321,0,0,0,Cleaning staff,3,0
F,N,Y,1,111984,Pensioner,Higher education,Married,House / apartment,6,-11500,0,0,0,Security staff,1,0
F,Y,N,0,170231,State servant,Secondary / secondary special,Separated,House / apartment,-244,-23559,0,0,0,Laborers,2,0
F,N,Y,1,88743,Pensioner,Secondary / secondary special,Married,House / apartment,16,-22610,1,1,0,Private service staff,2,0
F,N,Y,1,186858,Working,Lower secondary,Civil marriage,House / apartment,-5147,-23616,0,1,0,Core staff,2,1
M,Y,Y,1,180108,Working,Higher education,Married,Rented apartment,-11942,-11864,1,0,0,Private service staff,3,1
F,Y,Y,0,133257,Pensioner,Secondary / secondary special,Married,House / apartment,24,-20604,0,0,0,Private service staff,2,0
F,N,Y,0,246506,Working,Secondary / secondary special,Married,House / apartment,-12535,-23609,1,1,0,IT staff,3,1
M,N,Y,1,176306,Commercial associate,Higher education,Married,House / apartment,-10549,-8348,0,0,0,IT staff,3,1
M,N,Y,2,106842,Commercial associate,Secondary / secondary special,Married,House / apartment,-14985,-15284,0,0,0,Secretaries,1,0
M,N,Y,1,131609,Working,Higher education,Married,House / apartment,-10590,-9432,0,0,0,Accountants,2,1
M,N,Y,0,142701,Pensioner,Secondary / secondary special,Married,House / apartment,17,-16331,1,0,0,Cleaning staff,2,0
M,N,Y,3,169431,Working,Secondary / secondary special,Married,House / apartment,-9865,-20729,0,0,0,Accountants,2,1
F,N,Y,3,87952,Working,Secondary / secondary special,Civil marriage,House / apartment,-1226,-8378,0,1,0,Cooking staff,3,0
M,N,Y,0,68921,Student,Higher education,Married,Municipal apartment,-7052,-9772,1,0,0,Cooking staff,3,0
M,Y,Y,0,143955,Working,Secondary / secondary special,Married,House / apartment,-12408,-10744,1,0,0,IT staff,2,0
F,Y,Y,2,211351,Working,Secondary / secondary special,Married,House / apartment,-10211,-12221,1,0,0,Accountants,2,1
M,N,N,2,140811,Working,Higher education,Separated,House / apartment,-6740,-10566,0,1,0,Drivers,2,1
F,N,Y,4,134967,Pensioner,Higher education,Civil marriage,House / apartment,15,-12268,0,0,1,Cleaning staff,3,0
M,N,Y,2,128233,Pensioner,Secondary / secondary special,Separated,House / apartment,7,-19907,0,1,0,Laborers,2,0
M,N,Y,1,120701,Pensioner,Incomplete higher,Married,With parents,26,-18562,0,0,1,Accountants,2,0
F,N,Y,1,91701,Commercial associate,Higher education,Civil marriage,House / apartment,-3949,-12271,1,0,0,Laborers,2,0
F,N,Y,0,309931,Working,Secondary / secondary special,Single / not married,House / apartment,-6907,-15057,0,0,0,Core staff,3,1
F,N,Y,0,169045,Pensioner,Secondary / secondary special,Separated,Rented apartment,9,-22667,1,0,0,Secretaries,4,0
F,Y,N,1,147052,Pensioner,Higher education,Married,House / apartment,24,-20614,0,0,0,Secretaries,2,0
F,N,Y,1,250114,Working,Secondary / secondary special,Separated,With parents,-5318,-12345,0,0,0,Cleaning staff,2,1
M,N,N,1,120070,Working,Secondary / secondary special,Married,House / apartment,-3003,-8684,1,0,0,Cleaning staff,5,0
M,N,Y,2,134207,State servant,Higher education,Married,House / apartment,-11657,-16641,0,0,0,Accountants,2,1
